Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio"
Garbi Finvest Ltd,GARBIFIN,"Consumer Finance","38.6525906","33.9","1.3023110040431267"
Mirae Asset Nifty India Manufacturing ETF,MAMFGETF,"Equity","38.618346536000004","83.49",
DSJ Keep Learning Ltd,KEEPLEARN,"Publishing","38.538740680000004","4.5","30.34546510236221"
Mirae Asset Nifty Midcap 150 ETF,MAM150ETF,"Equity","38.500961536","11.9",
IEL Ltd,INDXTRA,"Commodities Trading","38.499596655","112.95","120.31123954687497"
WINPRO INDUSTRIES LIMITED,WINPRO,"Advertising","38.48541235","3.85","-46.36796668674699"
Paras Petrofils Ltd,PARASPETRO,"Textiles","38.435415","1.1","45.218135294117644"
SOFCOM Systems Ltd,SOFCOM,"IT Services & Consulting","38.3091","91.5","22.272732558139538"
Ceeta Industries Ltd,CEETAIN,,"38.286336","27.65","81.46028936170215"
Sarvottam Finvest Ltd,SARVOTTAM,"Investment Banking & Brokerage","38.25","53.55","-159.37500000000006"
Tulive Developers Ltd,TULIVE,"Real Estate","38.1324375","177","-52.96171875"
Porwal Auto Components Ltd,PORWAL,"Auto Parts","38.1275","26.3","-254.18333333328982"
Shubhlaxmi Jewel Art Ltd,SHUBHLAXMI,"Precious Metals, Jewellery & Watches","38.12132","42.9","48.87348717948715"
Shaival Reality Ltd,SHAIVAL,"Real Estate","38.0702984159776","33.05","-17.625138155545187"
Star Delta Transformers Ltd,STARDELTA,"Heavy Electrical Equipments","38.027535","125.5","10.447124999999993"
Oxygenta Pharmaceutical Ltd,OXYGENTAPH,,"37.9884775","26.85","-62.27619262295095"
Marshall Machines Ltd,MARSHALL,"Industrial Machinery","37.9755","26.25","-12.132747603833844"
Johnson Pharmacare Ltd,JOHNPHARMA,,"37.95","0.69","421.66666666666725"
Crown Lifters Ltd,CROWN,"Heavy Machinery","37.936401839999995","34.9","-23.56298250931683"
BSEL Infrastructure Realty Ltd,BSELINFRA,"Real Estate","37.921129560000004","4.54","7.786679581108832"
Tirupati Foam Ltd,TIRUFOAM,"Home Furnishing","37.85613","85.9","20.800071428571336"
TTI Enterprise Ltd,TTIENT,"Diversified Financials","37.85258878","14.55","630.8764796666718"
Balkrishna Paper Mills Ltd,BALKRISHNA,"Paper Products","37.75055166","36.6","-8.049158136460537"
3P Land Holdings Ltd,3PLAND,"Real Estate","37.62","25.05","32.713043478260865"
Sungold Media and Entertainment Ltd,SMEL,"Advertising","37.565","34.15","1878.2500000000061"
Archana Software Ltd,SSLFINANCE,"Software Services","37.552873","3.34","-268.2348071428571"
Grovy India Ltd,GROVY,"Real Estate","37.40824296","116.9","35.290795245283114"
Axis Nifty ETF,AXISNIFTY,"Equity","37.35465305","189.92",
Nhc Foods Ltd,NHCFOODS,"Packaged Foods & Meats","37.283975","31.4","25.363248299319412"
Manjeera Constructions Ltd,MANJEERA,"Real Estate","37.27508564","29.8","-0.8787148901461574"
Punjab Communications Ltd,PUNJCOMMU,"Telecom Equipments","37.212933675","29.85","-2.9794182285828676"
Wall Street Finance Ltd,WSFIN,"Diversified Financials","37.087619","32.35","-8.409890929705204"
Tantia Constructions Ltd,TANTIACONS,"Construction & Engineering","37.07730642","12.3","-16.405887796460302"
Sacheta Metals Ltd,SACHEMT,"Housewares","37.015389","19.15","16.67359864864877"
Felix Industries Ltd,FELIX,"Water Management","36.97518","76.15","44.54840963855417"
Vikas WSP Ltd,VIKASWSP,"Agro Products","36.799128","1.8","-0.22502982938910293"
Transchem Ltd,TRANSCHEM,"Pharmaceuticals","36.7812","29.1","12.81574912891986"
Nippon India Nifty Auto ETF,AUTOBEES,"Equity","36.765885389","127.67",
Innovative Tech Pack Ltd,INNOVTEC,"Packaging","36.730275","16.2","-4.94350942126513"
Visagar Polytex Ltd,VIVIDHA,"Textiles","36.58756675","1.2","-64.1887135964912"
Atishay Ltd,ATISHAY,"Outsourced services","36.56783889","32.2","332.4348989999941"
Envair Electrodyne Ltd,ENVAIREL,,"36.4936","76.45","-47.3942857142857"
Impex Ferro Tech Ltd,IMPEXFERRO,"Iron & Steel","36.49161566","4.15","-2.1773040369928465"
Lerthai Finance Ltd,LERTHAI,"Diversified Financials","36.176","526","-76.97021276595744"
Aditya Spinners Ltd,ADITYASP,,"36.16031808","22.05","10.66676049557518"
Vikas Proppant & Granite Ltd,VIKASPROP,"Agro Products","36.02725","0.75","-3.1630597014925383"
Gold Line International Finvest Ltd,GOLDLINE,"Diversified Financials","35.946585","0.69","211.45050000000003"
Bhaskar Agro Chemicals Ltd,BHASKAGR,,"35.9464677","72.45","32.978410733945026"
Intec Capital Ltd,INTECCAP,"Specialized Finance","35.90601875","19.2","15.817629405286342"
Tyroon Tea Co Ltd,TYROON,,"35.892155","103.55","5.041033005617976"
VAMA Industries Ltd,VAMA,"Technology Hardware","35.88482","6.68","598.0803333333594"
Heads UP Ventures Limited,HEADSUP,"Textiles","35.884239625","16.05","-6.682353747672253"
Nam Securities Ltd,NAM,"Investment Banking & Brokerage","35.8568","69.7","79.68177777777656"
Jagan Lamps Ltd,JAGANLAM,,"35.7728567","48.85","15.030612058823532"
Shree Krishna Paper Mills & Industries Ltd,SKPMIL,"Paper Products","35.7648436","27.75","-27.094578484848306"
Sharda Ispat Ltd,SHRDAIS,"Iron & Steel","35.740672","71.25","11.873977408637908"
Milton Industries Ltd,MILTON,"Wood Products","35.6895","22.05","10.98138461538464"
Asahi Industries Ltd,ASAHIIND,"Textiles","35.54676532","5.35","-13.116887571955719"
Emerald Leisures Ltd,EMERALL,"Wellness Services","35.54402","71","-3.6681135190918477"
Nivaka Fashions Ltd,NIVAKA,,"35.53074","3.48","131.5953333333337"
Archidply Decor Ltd,ADL,"Wood Products","35.512675","62.15","169.1079761904765"
ICL Organic Dairy Products Ltd,ICLORGANIC,,"35.5081501464452","56","507.2592878063595"
Hindustan Hardy Ltd,HINDHARD,,"35.36342","230.1","9.609624999999987"
DSP Liquid ETF,LIQUIDETF,"Debt","35.335546641","1000",
TGB Banquets and Hotels Ltd,TGBHOTELS,"Hotels, Resorts & Cruise Lines","35.290112","12.1","-1.731605103042198"
Orient Beverages Ltd,ORIBEVER,"Soft Drinks","35.2864875","164.9","43.56356481481462"
Prithvi Exchange (India) Ltd,PRITHVIEXCH,"Investment Banking & Brokerage","35.18475725","44","351.8475725004812"
Keerti Knowledge and Skills Ltd,KEERTI,"Education Services","35.10144261","34.45","-8.519767623786407"
Caprolactam Chemicals Ltd,CAPRO,,"34.891","74.35","-27.473228346456672"
Ultra Wiring Connectivity System Ltd,UWCSL,"Auto Parts","34.889943555","67.05","23.259962369999972"
Ashiana Ispat Ltd,ASHIS,"Iron & Steel","34.846","45.55","34.162745098040155"
Ashok Alco-Chem Ltd,ASHOKALC,"Commodity Chemicals","34.77859308","73.4","30.777516000000052"
Megri Soft Ltd,MEGRISOFT,"IT Services & Consulting","34.673328","110.95","64.20986666666663"
Anuroop Packaging Ltd,ANUROOP,,"34.65475","34","14.74670212765957"
HCKK Ventures Ltd,HCKKVENTURE,"Real Estate","34.6143","97.95","-314.67545454545456"
Krypton Industries Ltd,KRYPTONQ,"Tires & Rubber","34.61174115","23.95","48.74893119718264"
MFL India Ltd,MFLINDIA,,"34.588032","0.96","19.431478651685396"
Taylormade Renewables Ltd,TRL,"Renewable Energy Equipment & Services","34.58346496","36.95","203.43214682352948"
Raaj Medisafe India Ltd,RAAJMEDI,"Health Care Equipment & Supplies","34.508165860000005","33.1","11.464506930232568"
Ambo Agritec Ltd,AMBOAGRI,,"34.4802372","36.45","28.73353099999998"
E-Land Apparel Ltd,ELAND,"Apparel & Accessories","34.457156742","7.48","-1.205217094858342"
Sanrhea Technical Textiles Ltd,SANTETX,,"34.443","80","7.688169642857143"
Futuristic Solutions Ltd,FUTSOL,"Diversified Financials","34.405273395","32.85","-1720.2636697500016"
Gujarat Poly Electronics Ltd,GUJARATPOLY,,"34.2855","42.1","20.90579268292683"
Laffans Petrochemicals Ltd,LAFFANSQ,,"34.28","42.7","-19.58857142857142"
Omfurn India Ltd,OMFURN,"Home Furnishing","34.26436","52.8","49.65849275362334"
Picturehouse Media Ltd,PICTUREHS,"Movies & TV Serials","34.22375","6.85","-0.48277260544505574"
Venlon Enterprises Ltd,VENLONENT,"Commodity Chemicals","34.21883357","6.14","7.6723842085201825"
Maestros Electronics & Telecommunications Systems Ltd,METSL,"Electronic Equipments","34.1634694","60.55","26.900369606299186"
Kridhan Infra Ltd,KRIDHANINF,"Iron & Steel","34.1205138","3.6","-0.08255628792644569"
Artefact Projects Ltd,ARTEFACT,"Construction & Engineering","34.11975","45.6","8.2614406779661"
Regis Industries Ltd,REGIS,,"34.116998","21.05","-37.49120659340659"
Parabolic Drugs Ltd,PARABDRUGS,"Pharmaceuticals","34.040607699999995","5.5","-1.1885687046089384"
Kisan Mouldings Ltd,KISAN,"Building Products - Pipes","34.032380325","10.01","-0.4000044702045133"
Tamilnadu Telecommunication Ltd,TNTELE,"Telecom Equipments","34.032345","7.6","-3.2598031609195397"
Polychem Ltd,POLYCHEM,"Specialty Chemicals","33.93978","846","69.26485714285667"
BC Power Controls Ltd,BCP,"Cables","33.853","4.95","21.42594936708851"
Rollatainers Ltd,ROLLT,"Packaging","33.76755","1.35","-0.48811144839549"
Cospower Engineering Ltd,COSPOWER,,"33.75","225","45.00000000000007"
Lakshmi Finance and Industrial Corp Ltd,LFIC,"Diversified Financials","33.69","110.8","5.910526315789474"
CMI Ltd,CMICABLES,"Cables","33.6576597","21.85","-0.23553295801259624"
EP Biocomposites Ltd,EPBIO,,"33.63","200","41.51851851851856"
Sj Corporation Ltd,SJCORP,"0","33.628875","40.25","840.7218749999554"
PCS Technology Ltd,PCS,,"33.5210832","16.2","38.97800372093024"
Onesource Ideas Venture Ltd,OIVL,"Investment Banking & Brokerage","33.5175","109","3351.7499999999973"
Patspin India Ltd,PATSPINLTD,"Textiles","33.42452","11.25","-2.499964098728495"
Bhanderi Infracon Ltd,BHANDERI,"Real Estate","33.418242","128.7","104.43200625000023"
Elixir Capital Ltd,ELIXIR,"Diversified Financials","33.397416","56.95","3.475277419354839"
Hardcastle and Waud Manufacturing Co Ltd,HARDCAS,"Commodity Chemicals","33.389352360000004","510","26.499485999999997"
Walchand Peoplefirst Ltd,WALCHPF,"Education Services","33.23502105","111.3","18.06251144021739"
Shree Pacetronix Ltd,SHREEPAC,"Health Care Equipment & Supplies","33.204465","87.7","42.569826923076874"
Qgo Finance Ltd,QGO,"Consumer Finance","33.164856","47.85","35.661135483870986"
Tasty Dairy Specialities Ltd,TDSL,"Agro Products","33.0966","16.4","-1.142838397790055"
CCL International Ltd,CCLINTER,"Construction & Engineering","33.011272","17.3","57.9145122807019"
Sri Havisha Hospitality and Infrastructure Ltd,HAVISHA,"Oil & Gas - Storage & Transportation","33.010197","2.15","56.91413275862071"
JSL Industries Ltd,JSLINDL,,"32.979821460000004","294.95","11.949210673913047"
Karma Energy Ltd,KARMAENG,"Renewable Energy","32.85856712","28","-20.15863013496935"
Filtra Consultants and Engineers Ltd,FILTRA,,"32.80977","41.85","11.084381756756787"
Future Market Networks Ltd,FMNL,"Real Estate","32.80029717","5.45","-1.159840776874116"
BN Rathi Securities Ltd,BNRSEC,,"32.76","39","6.525896414342637"
Ravalgaon Sugar Farm Ltd,RAVALSUGAR,"Packaged Foods & Meats","32.7488","4796.15","16.9682901554404"
Triveni Glass Ltd,TRIVENIGQ,"Building Products - Glass","32.747431230000004","26.3","-0.8294688761398178"
Oceanic Foods Ltd,OCEANIC,"Agro Products","32.625","29.65","12.219101123595543"
Ameya Precision Engineers Ltd,AMEYA,"Industrial Machinery","32.625","44.6","21.605960264900666"
Rite Zone Chemcon India Ltd,RITEZONE,"Construction & Engineering","32.573079","84.55","125.28107307692345"
Garg Furnace Ltd,GARGFUR,"Iron & Steel","32.5706875","81.5","5.1535897943038105"
Sahara Housingfina Corporation Ltd,SAHARAHOUS,"Home Financing","32.48","45.15","18.145251396648046"
Ador Multi Products Ltd,ADORMUL,"FMCG - Personal Products","32.34154036","69.5","-4.660164317002885"
ETT Ltd,ETT,"Real Estate","32.2465326","32.05","-189.68548588235285"
TCFC Finance Ltd,TCFCFINQ,"Investment Banking & Brokerage","32.232546675","32","5.215622439320389"
Sonu Infratech Ltd,SONUINFRA,"Construction & Engineering","32.185","38.3","18.286931818181838"
Infronics Systems Ltd,INFRONICS,"IT Services & Consulting","32.18143166","40.6","643.6286331999936"
Binny Mills Ltd,BINNYMILLS,,"32.13981792","100","-2.8619606340160284"
Stanrose Mafatlal Investments and Finance Ltd,STANROS,"Asset Management","32.0607936","80.75","-9.374501052631578"
KSS Ltd,KSERASERA,"Movies & TV Serials","32.03812605","0.15","-0.7920426711990112"
Garden Silk Mills Ltd,GARDENSILK,"Textiles","31.982718999999996","7.6","-0.15405934007707167"
DSP Nifty50 Equal weight ETF,DSPNEWETF,"Equity","31.948726656","207.2",
Reetech International Cargo & Courier Ltd,REETECH,,"31.8934695","77","7.215717081447987"
Zenith Fibres Ltd,ZENIFIB,"Textiles","31.86861888","83.7","11.422444043010755"
Unison Metals Ltd,UNISON,"Housewares","31.801685","20.4","23.044699275362298"
CNI Research Ltd,CNIRESLTD,"Diversified Financials","31.8008465","2.75","18.70638029411764"
Mangalam Timber Products Ltd,MANGTIMBER,"Wood Products","31.798039","17.35","-1.6913850531914896"
Mercator Ltd,MERCATOR,"Dredging","31.758230175","1.1","-1.624461901534527"
Phosphate Company Ltd,PHOSPHATE,"Fertilizers & Agro Chemicals","31.745824","85","11.5439359999999"
SBI-ETF Quality,SBIETFQLTY,"Equity","31.730069844000003","148.15",
Haryana Capfin Ltd,HARYNACAP,"Consumer Finance","31.720867289999997","62.85","28.83715208181818"
Escorts Finance Ltd,ESCORTSFIN,"0","31.717","7.5","-264.30833333333334"
Omkar Speciality Chemicals Ltd,OMKARCHEM,"Specialty Chemicals","31.58723","15.05","-2.506923015873016"
Poona Dal and Oil Industries Ltd,POONADAL,"Agro Products","31.5367","56.4","22.526214285714186"
California Software Company Ltd,CALSOFT,"IT Services & Consulting","31.532496239999997","20.15","6.915021105263158"
Motilal Oswal M50 ETF,MOM50,"Equity","31.504857428999998","179.55",
Narmada Agrobase Ltd,NARMADA,"Agro Products","31.50076005","23.45","58.33474083333381"
Refnol Resins and Chemicals Ltd,REFNOL,,"31.486081","106.95","-78.71520250000012"
Pee Cee Cosma Sope Ltd,PCCOSMA,"FMCG - Household Products","31.4639125","121.4","18.840666167664736"
TCM Ltd,TCMLMTD,"Commodity Chemicals","31.4070834","40.05","-9.546225957446804"
Kakatiya Textiles Ltd,KAKTEX,"Textiles","31.406293","51.7","9.375012835820886"
Sreechem Resins Ltd,SRECR,"Commodity Chemicals","31.38","74.55","10.090032154340825"
Vaxtex Cotfab Ltd,VCL,"Textiles","31.372396875","6.05","21.19756545608121"
Sainik Finance and Industries Ltd,SAINIK,"Specialized Finance","31.3344","28.8","-3.8541697416974166"
Arihant Foundations & Housing Ltd,ARIHANT,"Real Estate","31.261","36.35","-31.57676767676757"
Nippon India ETF 5 Year Gilt,GILT5YBEES,"Debt","31.257184430000002","50.29",
Supreme Engineering Ltd,SUPREMEENG,"Iron & Steel","31.24375","1.25","-3.418353391684901"
Salora International Ltd,SALORAINTL,,"31.2218785","35","1.299287494798169"
Ansal Housing Ltd,ANSALHSG,"Real Estate","31.1775597","5.25","-1.3363720402914698"
Rex Pipes and Cables Industries Ltd,REXPIPES,"Building Products - Pipes","31.175","38.05","16.407894736842167"
Key Corp Ltd,KEYCORP,,"31.14","49.7","1.8125727590221188"
Decipher Labs Ltd,DECIPHER,,"30.9565","30.25","2.7226473175021995"
GG Dandekar Machine Works Ltd,GGDANDE,"Industrial Machinery","30.9490155","63.7","1.8791144808743168"
Cox & Kings Ltd,COX&KINGS,"Tour & Travel Services","30.89885575","1.75","-0.0274198279763595"
Advance Metering Technology Ltd,AMTL,"Electrical Components & Equipments","30.83033472","17.95","-11.461090973977687"
JMD Ventures Ltd,JMDVL,,"30.7630544","10.45","219.73610285714292"
Zenlabs Ethica Ltd,ZENLABS,"Pharmaceuticals","30.759820875","45","37.06002515060231"
Prakash Woollen & Synthetic Mills Ltd,PWASML,"Textiles","30.72795125","29","-614.559024999922"
B2B Software Technologies Ltd,B2BSOFT,,"30.704193","27.25","11.456788432835818"
Winro Commercial (India) Ltd,WINROC,"Diversified Financials","30.618242519999896","244.45","0.17035688265731874"
Camex Ltd,CAMEXLTD,"Specialty Chemicals","30.4729695","29.05","9.643344778480964"
Simplex Castings Ltd,SIMPLEXCAS,"Iron & Steel","30.472064","48.95","20.047410526315797"
Eastern Silk Industries Ltd,EASTSILK,"Textiles","30.3967587","3.75","-4.4310143877550985"
LCC Infotech Ltd,LCCINFOTEC,"IT Services & Consulting","30.382404","2.35","-41.05730270270269"
Dhanashree Electronics Ltd,DEL,"Electrical Components & Equipments","30.29565","23.45","15.378502538071032"
Castex Technologies Ltd,CASTEXTECH,"Auto Parts","30.248","0.45","-0.05428474004414852"
Soma Textiles & Industries Ltd,SOMATEX,"Textiles","30.225195","9.6","-1.8418765996343696"
Indo Cotspin Ltd,ICL,"Textiles","30.201595","69.15","215.72567857142943"
Bombay Cycle and Motor Agency Ltd,BOMBCYC,"Conglomerates","30.002","730.05","16.04385026737967"
Karuturi Global Ltd,KGL,"Agro Products","29.9814145724272","0.2","-0.02511595229402808"
Sharika Enterprises Ltd,SHARIKA,"Construction & Engineering","29.9636","6.9","-90.79878787878894"
Ind Bank Housing Ltd,INDBNK,"Consumer Finance","29.95","29.9","-230.38461538461542"
Vivo Collaboration Solutions Ltd,VIVO,"Telecom Services","29.822","148","6.3586353944562894"
Ashirwad Steels And Industries Ltd,ASHSI,,"29.8125","23.9","6.438984881209502"
Bombay Talkies Ltd,BOMTALKIES,"Investment Banking & Brokerage","29.808","5.79","-165.59999999999997"
Optimus Finance Ltd,OPTIFIN,,"29.700359","53.95","11.292912167300328"
Utique Enterprises Ltd,UTIQUE,,"29.58138973","5.6","2.4069479031733088"
Virya Resources Ltd,GYTRIPA,"Construction & Engineering","29.58","197.2","34.395348837209305"
Aditya Birla Sun Life Nifty IT ETF,TECH,"Equity","29.57509189","28.52",
Pro Fin Capital Services Ltd,PROFINC,"Investment Banking & Brokerage","29.468973","1.39","7.8374928191489355"
Super Crop Safe Ltd,SUCROSA,"Commodity Chemicals","29.437014","7.49","-4.549770324574962"
Bhilwara Spinners Ltd,BHILSPIN,"Textiles","29.4109155","41.75","20.858805319148924"
Ladderup Finance Ltd,LADDERUP,"Investment Banking & Brokerage","29.368191","22.9","12.339576050420172"
Silly Monks Entertainment Ltd,SILLYMONKS,"Advertising","29.3574875","28.45","-13.591429398148136"
Prabhhans Industries Ltd,PRABHHANS,,"29.3354868","48.5","-209.53919142857242"
Yashraj Containeurs Ltd,YASHRAJC,,"29.325","16.4","7.066265060240969"
ICICI Prudential Midcap Select ETF,ICICIMCAP,"Equity","29.289530724000002","98.31",
Amco India Ltd,AMCOIND,,"29.181","68.95","7.1874384236453475"
Dhanalaxmi Roto Spinners Ltd,DHANROTO,,"29.135241","75.3","3.9693788828337895"
Winsome Breweries Ltd,WINSOMBR,,"29.1076828","10.2","-20.791202000000055"
Jindal Hotels Ltd,JINDHOT,"Hotels, Resorts & Cruise Lines","29.085","42.4","-12.118749999999974"
Cadsys (India) Ltd,CADSYS,"IT Services & Consulting","29.034675","36.8","-6.381247252747259"
U H Zaveri Ltd,UHZAVERI,,"28.95096","28","55.67492307692338"
Rapicut Carbides Ltd,RAPICUT,"Industrial Machinery","28.8972981","54","-27.261601981132195"
Pharmaids Pharmacuticals Ltd,PHARMAID,"Pharmaceuticals","28.8714552","26.6","192.47636799999984"
Quadpro Ites Ltd,QUADPRO,"Business Support Services","28.8135","5.7","29.704639175257757"
Educomp Solutions Ltd,EDUCOMP,"Education Services","28.784062419999998","2.3","-0.012153994637458407"
Jaihind Synthetics Ltd,JAIHINDS,"Textiles","28.75930227","34.75","1437.9651135000006"
Chordia Food Products Ltd,CHORDIA,"Packaged Foods & Meats","28.62073046","73","-6.025416938947389"
BAMPSL Securities Ltd,BAMPSL,"Diversified Financials","28.5895344","8.4","142.94767199999967"
Walpar Nutritions Ltd,WALPAR,"Packaged Foods & Meats","28.5869799","62.95","73.29994846153804"
